RECORD_ID,ORDER_DATE1,ORDER_DATE2,ORDER_DATE_TM1,ORDER_DATE_TM2,ORDER_DATE_TM3
244,2022-10-23,10/23/22,10/23/22 14:04,22-Oct-23 2:04 PM,"Sun October 23, 2022 14:04"
245,2022-01-19,1/19/22,1/19/22 4:28,22-Jan-19 4:28 AM,"Wed January 19, 2022 4:28"
246,2022-03-13,3/13/22,3/13/22 13:03,22-Mar-13 1:03 PM,"Sun March 13, 2022 13:03"
247,2022-01-05,1/5/22,1/5/22 16:09,22-Jan-05 4:09 PM,"Wed January 5, 2022 16:09"
248,2022-02-15,2/15/22,2/15/22 9:25,22-Feb-15 9:25 AM,"Tue February 15, 2022 9:25"
249,2022-07-07,7/7/22,7/7/22 16:41,22-Jul-07 4:41 PM,"Thu July 7, 2022 16:41"
250,2022-08-22,8/22/22,8/22/22 9:08,22-Aug-22 9:08 AM,"Mon August 22, 2022 9:08"
251,2022-02-24,2/24/22,2/24/22 23:51,22-Feb-24 11:51 PM,"Thu February 24, 2022 23:51"
252,2022-11-09,11/9/22,11/9/22 5:59,22-Nov-09 5:59 AM,"Wed November 9, 2022 5:59"
253,2022-09-18,9/18/22,9/18/22 8:43,22-Sep-18 8:43 AM,"Sun September 18, 2022 8:43"
254,2022-05-23,5/23/22,5/23/22 9:50,22-May-23 9:50 AM,"Mon May 23, 2022 9:50"
255,2022-02-14,2/14/22,2/14/22 18:49,22-Feb-14 6:49 PM,"Mon February 14, 2022 18:49"
256,2022-11-10,11/10/22,11/10/22 16:44,22-Nov-10 4:44 PM,"Thu November 10, 2022 16:44"
257,2022-04-27,4/27/22,4/27/22 12:25,22-Apr-27 12:25 PM,"Wed April 27, 2022 12:25"
258,2022-04-07,4/7/22,4/7/22 4:47,22-Apr-07 4:47 AM,"Thu April 7, 2022 4:47"
259,2022-06-02,6/2/22,6/2/22 16:32,22-Jun-02 4:32 PM,"Thu June 2, 2022 16:32"
260,2022-04-07,4/7/22,4/7/22 5:24,22-Apr-07 5:24 AM,"Thu April 7, 2022 5:24"
261,2022-09-13,9/13/22,9/13/22 0:00,22-Sep-13 12:00 AM,"Tue September 13, 2022 0:00"
262,2022-12-07,12/7/22,12/7/22 1:40,22-Dec-07 1:40 AM,"Wed December 7, 2022 1:40"
263,2022-09-06,9/6/22,9/6/22 10:52,22-Sep-06 10:52 AM,"Tue September 6, 2022 10:52"
264,2022-07-09,7/9/22,7/9/22 17:05,22-Jul-09 5:05 PM,"Sat July 9, 2022 17:05"
265,2022-07-24,7/24/22,7/24/22 9:04,22-Jul-24 9:04 AM,"Sun July 24, 2022 9:04"
266,2022-01-20,1/20/22,1/20/22 12:51,22-Jan-20 12:51 PM,"Thu January 20, 2022 12:51"
267,2022-01-26,1/26/22,1/26/22 7:59,22-Jan-26 7:59 AM,"Wed January 26, 2022 7:59"
268,2022-08-31,8/31/22,8/31/22 6:14,22-Aug-31 6:14 AM,"Wed August 31, 2022 6:14"
269,2022-09-21,9/21/22,9/21/22 4:33,22-Sep-21 4:33 AM,"Wed September 21, 2022 4:33"
270,2022-10-18,10/18/22,10/18/22 13:42,22-Oct-18 1:42 PM,"Tue October 18, 2022 13:42"
271,2022-11-29,11/29/22,11/29/22 12:17,22-Nov-29 12:17 PM,"Tue November 29, 2022 12:17"
272,2022-10-15,10/15/22,10/15/22 10:19,22-Oct-15 10:19 AM,"Sat October 15, 2022 10:19"
273,2022-05-21,5/21/22,5/21/22 23:44,22-May-21 11:44 PM,"Sat May 21, 2022 23:44"
274,2022-04-01,4/1/22,4/1/22 16:18,22-Apr-01 4:18 PM,"Fri April 1, 2022 16:18"
275,2022-06-22,6/22/22,6/22/22 3:20,22-Jun-22 3:20 AM,"Wed June 22, 2022 3:20"
276,2022-11-16,11/16/22,11/16/22 18:02,22-Nov-16 6:02 PM,"Wed November 16, 2022 18:02"
277,2022-01-23,1/23/22,1/23/22 21:20,22-Jan-23 9:20 PM,"Sun January 23, 2022 21:20"
278,2022-02-10,2/10/22,2/10/22 2:05,22-Feb-10 2:05 AM,"Thu February 10, 2022 2:05"
279,2022-02-23,2/23/22,2/23/22 4:01,22-Feb-23 4:01 AM,"Wed February 23, 2022 4:01"
280,2022-11-19,11/19/22,11/19/22 13:08,22-Nov-19 1:08 PM,"Sat November 19, 2022 13:08"
281,2022-03-25,3/25/22,3/25/22 3:24,22-Mar-25 3:24 AM,"Fri March 25, 2022 3:24"
282,2022-12-30,12/30/22,12/30/22 15:45,22-Dec-30 3:45 PM,"Fri December 30, 2022 15:45"
283,2022-09-27,9/27/22,9/27/22 8:58,22-Sep-27 8:58 AM,"Tue September 27, 2022 8:58"
284,2022-01-27,1/27/22,1/27/22 21:39,22-Jan-27 9:39 PM,"Thu January 27, 2022 21:39"
285,2022-09-05,9/5/22,9/5/22 13:11,22-Sep-05 1:11 PM,"Mon September 5, 2022 13:11"
286,2022-03-12,3/12/22,3/12/22 9:42,22-Mar-12 9:42 AM,"Sat March 12, 2022 9:42"
287,2022-06-25,6/25/22,6/25/22 2:14,22-Jun-25 2:14 AM,"Sat June 25, 2022 2:14"
288,2022-09-24,9/24/22,9/24/22 19:50,22-Sep-24 7:50 PM,"Sat September 24, 2022 19:50"
289,2022-04-06,4/6/22,4/6/22 23:09,22-Apr-06 11:09 PM,"Wed April 6, 2022 23:09"
290,2022-01-02,1/2/22,1/2/22 7:12,22-Jan-02 7:12 AM,"Sun January 2, 2022 7:12"
291,2022-04-15,4/15/22,4/15/22 7:52,22-Apr-15 7:52 AM,"Fri April 15, 2022 7:52"
292,2022-11-21,11/21/22,11/21/22 7:40,22-Nov-21 7:40 AM,"Mon November 21, 2022 7:40"
293,2022-11-01,11/1/22,11/1/22 13:17,22-Nov-01 1:17 PM,"Tue November 1, 2022 13:17"
294,2022-12-24,12/24/22,12/24/22 11:05,22-Dec-24 11:05 AM,"Sat December 24, 2022 11:05"
295,2022-05-11,5/11/22,5/11/22 22:11,22-May-11 10:11 PM,"Wed May 11, 2022 22:11"
296,2022-01-19,1/19/22,1/19/22 20:44,22-Jan-19 8:44 PM,"Wed January 19, 2022 20:44"
297,2022-11-22,11/22/22,11/22/22 13:18,22-Nov-22 1:18 PM,"Tue November 22, 2022 13:18"
298,2022-11-21,11/21/22,11/21/22 16:42,22-Nov-21 4:42 PM,"Mon November 21, 2022 16:42"
299,2022-12-29,12/29/22,12/29/22 9:28,22-Dec-29 9:28 AM,"Thu December 29, 2022 9:28"
300,2022-05-20,5/20/22,5/20/22 22:44,22-May-20 10:44 PM,"Fri May 20, 2022 22:44"
301,2022-12-09,12/9/22,12/9/22 23:57,22-Dec-09 11:57 PM,"Fri December 9, 2022 23:57"
302,2022-05-07,5/7/22,5/7/22 1:22,22-May-07 1:22 AM,"Sat May 7, 2022 1:22"
303,2022-02-25,2/25/22,2/25/22 19:57,22-Feb-25 7:57 PM,"Fri February 25, 2022 19:57"
304,2022-04-03,4/3/22,4/3/22 21:03,22-Apr-03 9:03 PM,"Sun April 3, 2022 21:03"
305,2022-04-28,4/28/22,4/28/22 14:12,22-Apr-28 2:12 PM,"Thu April 28, 2022 14:12"
306,2022-04-19,4/19/22,4/19/22 18:45,22-Apr-19 6:45 PM,"Tue April 19, 2022 18:45"
307,2022-08-28,8/28/22,8/28/22 9:31,22-Aug-28 9:31 AM,"Sun August 28, 2022 9:31"
308,2022-09-18,9/18/22,9/18/22 19:56,22-Sep-18 7:56 PM,"Sun September 18, 2022 19:56"
309,2022-09-20,9/20/22,9/20/22 4:09,22-Sep-20 4:09 AM,"Tue September 20, 2022 4:09"
310,2022-03-15,3/15/22,3/15/22 10:01,22-Mar-15 10:01 AM,"Tue March 15, 2022 10:01"
311,2022-03-11,3/11/22,3/11/22 22:26,22-Mar-11 10:26 PM,"Fri March 11, 2022 22:26"
312,2022-08-30,8/30/22,8/30/22 12:29,22-Aug-30 12:29 PM,"Tue August 30, 2022 12:29"
313,2022-12-16,12/16/22,12/16/22 9:59,22-Dec-16 9:59 AM,"Fri December 16, 2022 9:59"
314,2022-12-15,12/15/22,12/15/22 19:28,22-Dec-15 7:28 PM,"Thu December 15, 2022 19:28"
315,2022-12-05,12/5/22,12/5/22 22:02,22-Dec-05 10:02 PM,"Mon December 5, 2022 22:02"
316,2022-08-04,8/4/22,8/4/22 2:31,22-Aug-04 2:31 AM,"Thu August 4, 2022 2:31"
317,2022-01-08,1/8/22,1/8/22 7:39,22-Jan-08 7:39 AM,"Sat January 8, 2022 7:39"
318,2022-02-03,2/3/22,2/3/22 21:09,22-Feb-03 9:09 PM,"Thu February 3, 2022 21:09"
319,2022-06-28,6/28/22,6/28/22 22:02,22-Jun-28 10:02 PM,"Tue June 28, 2022 22:02"
320,2022-06-23,6/23/22,6/23/22 7:38,22-Jun-23 7:38 AM,"Thu June 23, 2022 7:38"
321,2022-09-05,9/5/22,9/5/22 3:23,22-Sep-05 3:23 AM,"Mon September 5, 2022 3:23"
322,2022-02-06,2/6/22,2/6/22 5:22,22-Feb-06 5:22 AM,"Sun February 6, 2022 5:22"
323,2022-03-20,3/20/22,3/20/22 15:35,22-Mar-20 3:35 PM,"Sun March 20, 2022 15:35"
324,2022-08-19,8/19/22,8/19/22 21:19,22-Aug-19 9:19 PM,"Fri August 19, 2022 21:19"
325,2022-09-20,9/20/22,9/20/22 9:05,22-Sep-20 9:05 AM,"Tue September 20, 2022 9:05"
326,2022-06-03,6/3/22,6/3/22 18:21,22-Jun-03 6:21 PM,"Fri June 3, 2022 18:21"
327,2022-05-29,5/29/22,5/29/22 11:05,22-May-29 11:05 AM,"Sun May 29, 2022 11:05"
328,2022-01-13,1/13/22,1/13/22 0:59,22-Jan-13 12:59 AM,"Thu January 13, 2022 0:59"
329,2022-07-23,7/23/22,7/23/22 17:48,22-Jul-23 5:48 PM,"Sat July 23, 2022 17:48"
330,2022-06-30,6/30/22,6/30/22 1:12,22-Jun-30 1:12 AM,"Thu June 30, 2022 1:12"
331,2022-02-06,2/6/22,2/6/22 8:57,22-Feb-06 8:57 AM,"Sun February 6, 2022 8:57"
332,2022-08-05,8/5/22,8/5/22 7:36,22-Aug-05 7:36 AM,"Fri August 5, 2022 7:36"
333,2022-08-31,8/31/22,8/31/22 22:42,22-Aug-31 10:42 PM,"Wed August 31, 2022 22:42"
334,2022-02-07,2/7/22,2/7/22 9:39,22-Feb-07 9:39 AM,"Mon February 7, 2022 9:39"
335,2022-08-09,8/9/22,8/9/22 11:36,22-Aug-09 11:36 AM,"Tue August 9, 2022 11:36"
336,2022-09-25,9/25/22,9/25/22 4:01,22-Sep-25 4:01 AM,"Sun September 25, 2022 4:01"
337,2022-01-27,1/27/22,1/27/22 13:45,22-Jan-27 1:45 PM,"Thu January 27, 2022 13:45"
338,2022-01-18,1/18/22,1/18/22 5:45,22-Jan-18 5:45 AM,"Tue January 18, 2022 5:45"
339,2022-01-27,1/27/22,1/27/22 23:43,22-Jan-27 11:43 PM,"Thu January 27, 2022 23:43"
340,2022-06-10,6/10/22,6/10/22 6:32,22-Jun-10 6:32 AM,"Fri June 10, 2022 6:32"
341,2022-10-22,10/22/22,10/22/22 19:12,22-Oct-22 7:12 PM,"Sat October 22, 2022 19:12"
342,2022-10-17,10/17/22,10/17/22 23:08,22-Oct-17 11:08 PM,"Mon October 17, 2022 23:08"
343,2022-06-05,6/5/22,6/5/22 4:30,22-Jun-05 4:30 AM,"Sun June 5, 2022 4:30"
344,2022-08-05,8/5/22,8/5/22 11:36,22-Aug-05 11:36 AM,"Fri August 5, 2022 11:36"
345,2022-10-28,10/28/22,10/28/22 14:16,22-Oct-28 2:16 PM,"Fri October 28, 2022 14:16"
346,2022-01-13,1/13/22,1/13/22 14:24,22-Jan-13 2:24 PM,"Thu January 13, 2022 14:24"
347,2022-08-06,8/6/22,8/6/22 7:51,22-Aug-06 7:51 AM,"Sat August 6, 2022 7:51"
348,2022-04-06,4/6/22,4/6/22 17:13,22-Apr-06 5:13 PM,"Wed April 6, 2022 17:13"
349,2022-07-05,7/5/22,7/5/22 10:39,22-Jul-05 10:39 AM,"Tue July 5, 2022 10:39"
350,2022-01-11,1/11/22,1/11/22 6:50,22-Jan-11 6:50 AM,"Tue January 11, 2022 6:50"
351,2022-06-06,6/6/22,6/6/22 20:49,22-Jun-06 8:49 PM,"Mon June 6, 2022 20:49"
352,2022-04-14,4/14/22,4/14/22 18:54,22-Apr-14 6:54 PM,"Thu April 14, 2022 18:54"
353,2022-02-28,2/28/22,2/28/22 19:09,22-Feb-28 7:09 PM,"Mon February 28, 2022 19:09"
354,2022-04-26,4/26/22,4/26/22 20:33,22-Apr-26 8:33 PM,"Tue April 26, 2022 20:33"
355,2022-09-28,9/28/22,9/28/22 0:49,22-Sep-28 12:49 AM,"Wed September 28, 2022 0:49"
356,2022-12-06,12/6/22,12/6/22 4:04,22-Dec-06 4:04 AM,"Tue December 6, 2022 4:04"
357,2022-07-22,7/22/22,7/22/22 17:46,22-Jul-22 5:46 PM,"Fri July 22, 2022 17:46"
358,2022-01-02,1/2/22,1/2/22 1:59,22-Jan-02 1:59 AM,"Sun January 2, 2022 1:59"
359,2022-06-14,6/14/22,6/14/22 10:11,22-Jun-14 10:11 AM,"Tue June 14, 2022 10:11"
360,2022-10-23,10/23/22,10/23/22 18:47,22-Oct-23 6:47 PM,"Sun October 23, 2022 18:47"
361,2022-03-26,3/26/22,3/26/22 5:01,22-Mar-26 5:01 AM,"Sat March 26, 2022 5:01"
362,2022-08-06,8/6/22,8/6/22 6:11,22-Aug-06 6:11 AM,"Sat August 6, 2022 6:11"
363,2022-01-16,1/16/22,1/16/22 16:42,22-Jan-16 4:42 PM,"Sun January 16, 2022 16:42"
364,2022-10-06,10/6/22,10/6/22 9:08,22-Oct-06 9:08 AM,"Thu October 6, 2022 9:08"
365,2022-03-27,3/27/22,3/27/22 16:19,22-Mar-27 4:19 PM,"Sun March 27, 2022 16:19"
366,2022-06-26,6/26/22,6/26/22 6:15,22-Jun-26 6:15 AM,"Sun June 26, 2022 6:15"
367,2022-04-06,4/6/22,4/6/22 8:38,22-Apr-06 8:38 AM,"Wed April 6, 2022 8:38"
368,2022-03-07,3/7/22,3/7/22 14:20,22-Mar-07 2:20 PM,"Mon March 7, 2022 14:20"
369,2022-02-07,2/7/22,2/7/22 12:54,22-Feb-07 12:54 PM,"Mon February 7, 2022 12:54"
370,2022-03-23,3/23/22,3/23/22 0:34,22-Mar-23 12:34 AM,"Wed March 23, 2022 0:34"
371,2022-10-02,10/2/22,10/2/22 21:02,22-Oct-02 9:02 PM,"Sun October 2, 2022 21:02"
372,2022-08-01,8/1/22,8/1/22 5:44,22-Aug-01 5:44 AM,"Mon August 1, 2022 5:44"
373,2022-10-04,10/4/22,10/4/22 22:12,22-Oct-04 10:12 PM,"Tue October 4, 2022 22:12"
374,2022-11-29,11/29/22,11/29/22 2:06,22-Nov-29 2:06 AM,"Tue November 29, 2022 2:06"
375,2022-01-19,1/19/22,1/19/22 5:51,22-Jan-19 5:51 AM,"Wed January 19, 2022 5:51"
376,2022-05-02,5/2/22,5/2/22 7:11,22-May-02 7:11 AM,"Mon May 2, 2022 7:11"
377,2022-04-28,4/28/22,4/28/22 17:42,22-Apr-28 5:42 PM,"Thu April 28, 2022 17:42"
378,2022-12-27,12/27/22,12/27/22 21:10,22-Dec-27 9:10 PM,"Tue December 27, 2022 21:10"
379,2022-08-17,8/17/22,8/17/22 12:25,22-Aug-17 12:25 PM,"Wed August 17, 2022 12:25"
380,2022-06-03,6/3/22,6/3/22 5:41,22-Jun-03 5:41 AM,"Fri June 3, 2022 5:41"
381,2022-08-28,8/28/22,8/28/22 18:37,22-Aug-28 6:37 PM,"Sun August 28, 2022 18:37"
382,2022-10-20,10/20/22,10/20/22 6:11,22-Oct-20 6:11 AM,"Thu October 20, 2022 6:11"
383,2022-12-01,12/1/22,12/1/22 9:59,22-Dec-01 9:59 AM,"Thu December 1, 2022 9:59"
384,2022-06-21,6/21/22,6/21/22 3:21,22-Jun-21 3:21 AM,"Tue June 21, 2022 3:21"
385,2022-05-13,5/13/22,5/13/22 8:04,22-May-13 8:04 AM,"Fri May 13, 2022 8:04"
386,2022-01-24,1/24/22,1/24/22 20:00,22-Jan-24 8:00 PM,"Mon January 24, 2022 20:00"
387,2022-07-13,7/13/22,7/13/22 12:48,22-Jul-13 12:48 PM,"Wed July 13, 2022 12:48"
388,2022-03-16,3/16/22,3/16/22 7:11,22-Mar-16 7:11 AM,"Wed March 16, 2022 7:11"
389,2022-03-01,3/1/22,3/1/22 9:22,22-Mar-01 9:22 AM,"Tue March 1, 2022 9:22"
390,2022-09-05,9/5/22,9/5/22 21:38,22-Sep-05 9:38 PM,"Mon September 5, 2022 21:38"
391,2022-07-03,7/3/22,7/3/22 16:40,22-Jul-03 4:40 PM,"Sun July 3, 2022 16:40"
392,2022-12-24,12/24/22,12/24/22 9:26,22-Dec-24 9:26 AM,"Sat December 24, 2022 9:26"
393,2022-09-13,9/13/22,9/13/22 10:11,22-Sep-13 10:11 AM,"Tue September 13, 2022 10:11"
394,2022-06-23,6/23/22,6/23/22 10:44,22-Jun-23 10:44 AM,"Thu June 23, 2022 10:44"
395,2022-05-02,5/2/22,5/2/22 21:47,22-May-02 9:47 PM,"Mon May 2, 2022 21:47"
396,2022-12-16,12/16/22,12/16/22 22:51,22-Dec-16 10:51 PM,"Fri December 16, 2022 22:51"
397,2022-07-02,7/2/22,7/2/22 12:31,22-Jul-02 12:31 PM,"Sat July 2, 2022 12:31"
398,2022-05-29,5/29/22,5/29/22 19:41,22-May-29 7:41 PM,"Sun May 29, 2022 19:41"
399,2022-08-06,8/6/22,8/6/22 11:44,22-Aug-06 11:44 AM,"Sat August 6, 2022 11:44"
400,2022-09-10,9/10/22,9/10/22 8:23,22-Sep-10 8:23 AM,"Sat September 10, 2022 8:23"
401,2022-11-28,11/28/22,11/28/22 6:43,22-Nov-28 6:43 AM,"Mon November 28, 2022 6:43"
402,2022-02-25,2/25/22,2/25/22 18:08,22-Feb-25 6:08 PM,"Fri February 25, 2022 18:08"
403,2022-03-15,3/15/22,3/15/22 12:22,22-Mar-15 12:22 PM,"Tue March 15, 2022 12:22"
404,2022-11-11,11/11/22,11/11/22 0:24,22-Nov-11 12:24 AM,"Fri November 11, 2022 0:24"
405,2022-09-05,9/5/22,9/5/22 12:41,22-Sep-05 12:41 PM,"Mon September 5, 2022 12:41"
406,2022-02-27,2/27/22,2/27/22 3:41,22-Feb-27 3:41 AM,"Sun February 27, 2022 3:41"
407,2022-12-29,12/29/22,12/29/22 19:35,22-Dec-29 7:35 PM,"Thu December 29, 2022 19:35"
408,2022-03-23,3/23/22,3/23/22 8:20,22-Mar-23 8:20 AM,"Wed March 23, 2022 8:20"
409,2022-10-17,10/17/22,10/17/22 21:52,22-Oct-17 9:52 PM,"Mon October 17, 2022 21:52"
410,2022-02-05,2/5/22,2/5/22 20:31,22-Feb-05 8:31 PM,"Sat February 5, 2022 20:31"
411,2022-08-03,8/3/22,8/3/22 11:53,22-Aug-03 11:53 AM,"Wed August 3, 2022 11:53"
412,2022-04-27,4/27/22,4/27/22 8:12,22-Apr-27 8:12 AM,"Wed April 27, 2022 8:12"
413,2022-10-19,10/19/22,10/19/22 11:21,22-Oct-19 11:21 AM,"Wed October 19, 2022 11:21"
414,2022-04-21,4/21/22,4/21/22 14:49,22-Apr-21 2:49 PM,"Thu April 21, 2022 14:49"
415,2022-10-18,10/18/22,10/18/22 9:37,22-Oct-18 9:37 AM,"Tue October 18, 2022 9:37"
416,2022-03-14,3/14/22,3/14/22 14:07,22-Mar-14 2:07 PM,"Mon March 14, 2022 14:07"
417,2022-10-28,10/28/22,10/28/22 5:40,22-Oct-28 5:40 AM,"Fri October 28, 2022 5:40"
418,2022-08-28,8/28/22,8/28/22 20:41,22-Aug-28 8:41 PM,"Sun August 28, 2022 20:41"
419,2022-07-15,7/15/22,7/15/22 5:15,22-Jul-15 5:15 AM,"Fri July 15, 2022 5:15"
420,2022-12-29,12/29/22,12/29/22 5:44,22-Dec-29 5:44 AM,"Thu December 29, 2022 5:44"
421,2022-11-05,11/5/22,11/5/22 10:51,22-Nov-05 10:51 AM,"Sat November 5, 2022 10:51"
422,2022-12-30,12/30/22,12/30/22 8:37,22-Dec-30 8:37 AM,"Fri December 30, 2022 8:37"
423,2022-02-03,2/3/22,2/3/22 16:29,22-Feb-03 4:29 PM,"Thu February 3, 2022 16:29"
424,2022-04-09,4/9/22,4/9/22 4:51,22-Apr-09 4:51 AM,"Sat April 9, 2022 4:51"
425,2022-02-08,2/8/22,2/8/22 16:20,22-Feb-08 4:20 PM,"Tue February 8, 2022 16:20"
426,2022-01-13,1/13/22,1/13/22 3:18,22-Jan-13 3:18 AM,"Thu January 13, 2022 3:18"
427,2022-01-19,1/19/22,1/19/22 16:17,22-Jan-19 4:17 PM,"Wed January 19, 2022 16:17"
428,2022-01-08,1/8/22,1/8/22 10:27,22-Jan-08 10:27 AM,"Sat January 8, 2022 10:27"
429,2022-02-04,2/4/22,2/4/22 23:26,22-Feb-04 11:26 PM,"Fri February 4, 2022 23:26"
430,2022-02-10,2/10/22,2/10/22 3:35,22-Feb-10 3:35 AM,"Thu February 10, 2022 3:35"
431,2022-10-29,10/29/22,10/29/22 20:14,22-Oct-29 8:14 PM,"Sat October 29, 2022 20:14"
432,2022-10-14,10/14/22,10/14/22 15:28,22-Oct-14 3:28 PM,"Fri October 14, 2022 15:28"
433,2022-11-23,11/23/22,11/23/22 20:27,22-Nov-23 8:27 PM,"Wed November 23, 2022 20:27"
434,2022-03-28,3/28/22,3/28/22 14:54,22-Mar-28 2:54 PM,"Mon March 28, 2022 14:54"
435,2022-03-01,3/1/22,3/1/22 2:22,22-Mar-01 2:22 AM,"Tue March 1, 2022 2:22"
436,2022-05-01,5/1/22,5/1/22 17:32,22-May-01 5:32 PM,"Sun May 1, 2022 17:32"
437,2022-12-10,12/10/22,12/10/22 11:16,22-Dec-10 11:16 AM,"Sat December 10, 2022 11:16"
438,2022-01-26,1/26/22,1/26/22 13:07,22-Jan-26 1:07 PM,"Wed January 26, 2022 13:07"
439,2022-03-27,3/27/22,3/27/22 3:59,22-Mar-27 3:59 AM,"Sun March 27, 2022 3:59"
440,2022-02-08,2/8/22,2/8/22 6:18,22-Feb-08 6:18 AM,"Tue February 8, 2022 6:18"
441,2022-10-08,10/8/22,10/8/22 16:54,22-Oct-08 4:54 PM,"Sat October 8, 2022 16:54"
442,2022-03-26,3/26/22,3/26/22 6:58,22-Mar-26 6:58 AM,"Sat March 26, 2022 6:58"
443,2022-05-28,5/28/22,5/28/22 2:27,22-May-28 2:27 AM,"Sat May 28, 2022 2:27"
444,2022-11-29,11/29/22,11/29/22 12:44,22-Nov-29 12:44 PM,"Tue November 29, 2022 12:44"
445,2022-09-29,9/29/22,9/29/22 2:25,22-Sep-29 2:25 AM,"Thu September 29, 2022 2:25"
446,2022-11-05,11/5/22,11/5/22 9:11,22-Nov-05 9:11 AM,"Sat November 5, 2022 9:11"
447,2022-07-20,7/20/22,7/20/22 12:20,22-Jul-20 12:20 PM,"Wed July 20, 2022 12:20"
448,2022-05-06,5/6/22,5/6/22 11:13,22-May-06 11:13 AM,"Fri May 6, 2022 11:13"
449,2022-11-13,11/13/22,11/13/22 17:32,22-Nov-13 5:32 PM,"Sun November 13, 2022 17:32"
450,2022-09-10,9/10/22,9/10/22 18:00,22-Sep-10 6:00 PM,"Sat September 10, 2022 18:00"
451,2022-02-24,2/24/22,2/24/22 12:02,22-Feb-24 12:02 PM,"Thu February 24, 2022 12:02"
452,2022-05-01,5/1/22,5/1/22 17:10,22-May-01 5:10 PM,"Sun May 1, 2022 17:10"
453,2022-07-21,7/21/22,7/21/22 4:16,22-Jul-21 4:16 AM,"Thu July 21, 2022 4:16"
454,2022-07-24,7/24/22,7/24/22 9:51,22-Jul-24 9:51 AM,"Sun July 24, 2022 9:51"
455,2022-04-10,4/10/22,4/10/22 16:53,22-Apr-10 4:53 PM,"Sun April 10, 2022 16:53"
456,2022-02-11,2/11/22,2/11/22 16:05,22-Feb-11 4:05 PM,"Fri February 11, 2022 16:05"
457,2022-05-24,5/24/22,5/24/22 23:46,22-May-24 11:46 PM,"Tue May 24, 2022 23:46"
458,2022-05-05,5/5/22,5/5/22 6:24,22-May-05 6:24 AM,"Thu May 5, 2022 6:24"
459,2022-01-11,1/11/22,1/11/22 21:46,22-Jan-11 9:46 PM,"Tue January 11, 2022 21:46"
460,2022-09-17,9/17/22,9/17/22 11:07,22-Sep-17 11:07 AM,"Sat September 17, 2022 11:07"
461,2022-11-05,11/5/22,11/5/22 14:55,22-Nov-05 2:55 PM,"Sat November 5, 2022 14:55"
462,2022-12-24,12/24/22,12/24/22 20:48,22-Dec-24 8:48 PM,"Sat December 24, 2022 20:48"
463,2022-08-19,8/19/22,8/19/22 4:08,22-Aug-19 4:08 AM,"Fri August 19, 2022 4:08"
464,2022-04-24,4/24/22,4/24/22 18:12,22-Apr-24 6:12 PM,"Sun April 24, 2022 18:12"
465,2022-01-08,1/8/22,1/8/22 7:11,22-Jan-08 7:11 AM,"Sat January 8, 2022 7:11"
466,2022-09-12,9/12/22,9/12/22 14:05,22-Sep-12 2:05 PM,"Mon September 12, 2022 14:05"
467,2022-11-03,11/3/22,11/3/22 21:09,22-Nov-03 9:09 PM,"Thu November 3, 2022 21:09"
468,2022-05-11,5/11/22,5/11/22 4:02,22-May-11 4:02 AM,"Wed May 11, 2022 4:02"
469,2022-03-07,3/7/22,3/7/22 3:42,22-Mar-07 3:42 AM,"Mon March 7, 2022 3:42"
470,2022-11-19,11/19/22,11/19/22 13:44,22-Nov-19 1:44 PM,"Sat November 19, 2022 13:44"
471,2022-02-10,2/10/22,2/10/22 9:36,22-Feb-10 9:36 AM,"Thu February 10, 2022 9:36"
472,2022-07-21,7/21/22,7/21/22 22:43,22-Jul-21 10:43 PM,"Thu July 21, 2022 22:43"
473,2022-09-01,9/1/22,9/1/22 17:25,22-Sep-01 5:25 PM,"Thu September 1, 2022 17:25"
474,2022-12-22,12/22/22,12/22/22 9:17,22-Dec-22 9:17 AM,"Thu December 22, 2022 9:17"
475,2022-07-26,7/26/22,7/26/22 14:58,22-Jul-26 2:58 PM,"Tue July 26, 2022 14:58"
476,2022-11-19,11/19/22,11/19/22 6:20,22-Nov-19 6:20 AM,"Sat November 19, 2022 6:20"
477,2022-05-05,5/5/22,5/5/22 4:22,22-May-05 4:22 AM,"Thu May 5, 2022 4:22"
478,2022-06-06,6/6/22,6/6/22 10:20,22-Jun-06 10:20 AM,"Mon June 6, 2022 10:20"
479,2022-07-29,7/29/22,7/29/22 11:25,22-Jul-29 11:25 AM,"Fri July 29, 2022 11:25"
480,2022-06-01,6/1/22,6/1/22 23:33,22-Jun-01 11:33 PM,"Wed June 1, 2022 23:33"
481,2022-04-18,4/18/22,4/18/22 14:07,22-Apr-18 2:07 PM,"Mon April 18, 2022 14:07"
482,2022-09-03,9/3/22,9/3/22 3:21,22-Sep-03 3:21 AM,"Sat September 3, 2022 3:21"
483,2022-09-30,9/30/22,9/30/22 3:05,22-Sep-30 3:05 AM,"Fri September 30, 2022 3:05"
484,2022-11-09,11/9/22,11/9/22 16:52,22-Nov-09 4:52 PM,"Wed November 9, 2022 16:52"
485,2022-06-11,6/11/22,6/11/22 3:08,22-Jun-11 3:08 AM,"Sat June 11, 2022 3:08"
486,2022-10-31,10/31/22,10/31/22 5:12,22-Oct-31 5:12 AM,"Mon October 31, 2022 5:12"
487,2022-08-11,8/11/22,8/11/22 22:27,22-Aug-11 10:27 PM,"Thu August 11, 2022 22:27"
488,2022-10-25,10/25/22,10/25/22 14:37,22-Oct-25 2:37 PM,"Tue October 25, 2022 14:37"
